"","년도","학기","학번(입학연도)","class_number","소속","교과목번호","교과목명","이수구분","교직영역","선택영역","학점","등급","평가방식","평점","재수강"
"13994","2016","2학기","16","s1479","전자정보공학대학 컴퓨터공학과","009914","공학설계기초(산학프로젝트입문)","전필",NA,NA,"3","B+","GRADE","3.5",NA
"13995","2016","1학기","16","s1481","전자정보공학대학 컴퓨터공학과","009912","C프로그래밍및실습","전필",NA,NA,"4","B+","GRADE","3.5",NA
"13996","2016","2학기","16","s1481","전자정보공학대학 컴퓨터공학과","009913","고급C프로그래밍및실습","전필",NA,NA,"4","B+","GRADE","3.5",NA
"13997","2016","2학기","16","s1481","전자정보공학대학 컴퓨터공학과","009914","공학설계기초(산학프로젝트입문)","전필",NA,NA,"3","B+","GRADE","3.5",NA
"13998","2016","2학기","16","s1482","전자정보공학대학 컴퓨터공학과","009912","C프로그래밍및실습","전필",NA,NA,"4","B0","GRADE","3.0","2016-여름 009912 C프로그래밍및실습(학부)"
"13999","2016","2학기","16","s1482","전자정보공학대학 컴퓨터공학과","009914","공학설계기초(산학프로젝트입문)","전필",NA,NA,"3","C+","GRADE","2.5",NA
"14000","2016","여름학기","16","s1483","전자정보공학대학 컴퓨터공학과","009912","C프로그래밍및실습","전필",NA,NA,"4","B+","GRADE","3.5",NA
"14001","2016","1학기","16","s1484","전자정보공학대학 컴퓨터공학과","009912","C프로그래밍및실습","전필",NA,NA,"4","B0","GRADE","3.0",NA
"14002","2016","2학기","16","s1485","전자정보공학대학 컴퓨터공학과","009912","C프로그래밍및실습","전필",NA,NA,"4","B0","GRADE","3.0","2016-여름 009912 C프로그래밍및실습(학부)"
"14003","2016","2학기","16","s1485","전자정보공학대학 컴퓨터공학과","009914","공학설계기초(산학프로젝트입문)","전필",NA,NA,"3","C+","GRADE","2.5",NA
"14004","2016","1학기","16","s1486","전자정보공학대학 컴퓨터공학과","009912","C프로그래밍및실습","전필",NA,NA,"4","B+","GRADE","3.5",NA
"14005","2016","2학기","16","s1486","전자정보공학대학 컴퓨터공학과","009913","고급C프로그래밍및실습","전필",NA,NA,"4","B+","GRADE","3.5",NA
"14006","2016","2학기","16","s1486","전자정보공학대학 컴퓨터공학과","009914","공학설계기초(산학프로젝트입문)","전필",NA,NA,"3","A+","GRADE","4.5",NA
"14007","2016","1학기","16","s1487","전자정보공학대학 컴퓨터공학과","009912","C프로그래밍및실습","전필",NA,NA,"4","A+","GRADE","4.5",NA
"14008","2016","2학기","16","s1487","전자정보공학대학 컴퓨터공학과","009913","고급C프로그래밍및실습","전필",NA,NA,"4","A+","GRADE","4.5",NA
"14009","2016","2학기","16","s1487","전자정보공학대학 컴퓨터공학과","009914","공학설계기초(산학프로젝트입문)","전필",NA,NA,"3","B0","GRADE","3.0",NA
"14010","2016","1학기","16","s1488","전자정보공학대학 컴퓨터공학과","009912","C프로그래밍및실습","전필",NA,NA,"4","B0","GRADE","3.0",NA
"14011","2016","2학기","16","s1488","전자정보공학대학 컴퓨터공학과","009913","고급C프로그래밍및실습","전필",NA,NA,"4","B+","GRADE","3.5",NA
"14012","2016","2학기","16","s1488","전자정보공학대학 컴퓨터공학과","009914","공학설계기초(산학프로젝트입문)","전필",NA,NA,"3","B+","GRADE","3.5",NA
"14013","2016","1학기","16","s1489","전자정보공학대학 컴퓨터공학과","009912","C프로그래밍및실습","전필",NA,NA,"4","B+","GRADE","3.5",NA
"14014","2016","2학기","16","s1489","전자정보공학대학 컴퓨터공학과","009913","고급C프로그래밍및실습","전필",NA,NA,"4","A0","GRADE","4.0",NA
"14015","2016","2학기","16","s1489","전자정보공학대학 컴퓨터공학과","009914","공학설계기초(산학프로젝트입문)","전필",NA,NA,"3","D0","GRADE","1.0",NA
"14016","2016","1학기","16","s1490","전자정보공학대학 컴퓨터공학과","009912","C프로그래밍및실습","전필",NA,NA,"4","A+","GRADE","4.5",NA
"14017","2016","2학기","16","s1490","전자정보공학대학 컴퓨터공학과","009913","고급C프로그래밍및실습","전필",NA,NA,"4","A+","GRADE","4.5",NA
"14018","2016","2학기","16","s1490","전자정보공학대학 컴퓨터공학과","009914","공학설계기초(산학프로젝트입문)","전필",NA,NA,"3","A+","GRADE","4.5",NA
"14019","2016","1학기","16","s1491","전자정보공학대학 컴퓨터공학과","009912","C프로그래밍및실습","전필",NA,NA,"4","A+","GRADE","4.5",NA
"14020","2016","2학기","16","s1491","전자정보공학대학 컴퓨터공학과","009913","고급C프로그래밍및실습","전필",NA,NA,"4","A+","GRADE","4.5",NA
"14021","2016","2학기","16","s1491","전자정보공학대학 컴퓨터공학과","009914","공학설계기초(산학프로젝트입문)","전필",NA,NA,"3","B+","GRADE","3.5",NA
"14022","2016","1학기","16","s1492","전자정보공학대학 컴퓨터공학과","009912","C프로그래밍및실습","전필",NA,NA,"4","B+","GRADE","3.5",NA
"14023","2016","2학기","16","s1492","전자정보공학대학 컴퓨터공학과","009913","고급C프로그래밍및실습","전필",NA,NA,"4","B+","GRADE","3.5",NA
"14024","2016","2학기","16","s1492","전자정보공학대학 컴퓨터공학과","009914","공학설계기초(산학프로젝트입문)","전필",NA,NA,"3","C+","GRADE","2.5",NA
"14025","2016","1학기","16","s1493","전자정보공학대학 정보보호학과","009173","정보보호와보안의기초","전선",NA,NA,"3","B+","GRADE","3.5",NA
"14026","2016","1학기","16","s1493","전자정보공학대학 정보보호학과","009912","C프로그래밍및실습","전필",NA,NA,"4","A+","GRADE","4.5",NA
"14027","2016","2학기","16","s1493","전자정보공학대학 정보보호학과","009913","고급C프로그래밍및실습","전필",NA,NA,"4","A+","GRADE","4.5",NA
"14028","2016","2학기","16","s1493","전자정보공학대학 정보보호학과","009914","공학설계기초(산학프로젝트입문)","전필",NA,NA,"3","B+","GRADE","3.5",NA
"14029","2016","1학기","16","s1494","전자정보공학대학 정보보호학과","009173","정보보호와보안의기초","전선",NA,NA,"3","C+","GRADE","2.5",NA
"14030","2016","1학기","16","s1494","전자정보공학대학 정보보호학과","009912","C프로그래밍및실습","전필",NA,NA,"4","B+","GRADE","3.5",NA
"14031","2016","2학기","16","s1494","전자정보공학대학 정보보호학과","009913","고급C프로그래밍및실습","전필",NA,NA,"4","B0","GRADE","3.0",NA
"14032","2016","1학기","16","s1495","전자정보공학대학 정보보호학과","009173","정보보호와보안의기초","전선",NA,NA,"3","A+","GRADE","4.5",NA
"14033","2016","여름학기","16","s1495","전자정보공학대학 정보보호학과","009912","C프로그래밍및실습","전필",NA,NA,"4","A+","GRADE","4.5",NA
"14034","2016","2학기","16","s1495","전자정보공학대학 정보보호학과","009913","고급C프로그래밍및실습","전필",NA,NA,"4","B+","GRADE","3.5",NA
"14035","2016","2학기","16","s1495","전자정보공학대학 정보보호학과","009914","공학설계기초(산학프로젝트입문)","전필",NA,NA,"3","A+","GRADE","4.5",NA
"14036","2016","1학기","16","s1496","전자정보공학대학 정보보호학과","009173","정보보호와보안의기초","전선",NA,NA,"3","B0","GRADE","3.0",NA
"14037","2016","1학기","16","s1496","전자정보공학대학 정보보호학과","009912","C프로그래밍및실습","전필",NA,NA,"4","A0","GRADE","4.0",NA
"14038","2016","2학기","16","s1496","전자정보공학대학 정보보호학과","009913","고급C프로그래밍및실습","전필",NA,NA,"4","B+","GRADE","3.5",NA
"14039","2016","2학기","16","s1496","전자정보공학대학 정보보호학과","009914","공학설계기초(산학프로젝트입문)","전필",NA,NA,"3","B0","GRADE","3.0",NA
"14040","2016","1학기","16","s1497","전자정보공학대학 정보보호학과","009173","정보보호와보안의기초","전선",NA,NA,"3","A0","GRADE","4.0",NA
"14041","2016","1학기","16","s1497","전자정보공학대학 정보보호학과","009912","C프로그래밍및실습","전필",NA,NA,"4","A0","GRADE","4.0",NA
"14042","2016","2학기","16","s1497","전자정보공학대학 정보보호학과","009913","고급C프로그래밍및실습","전필",NA,NA,"4","A0","GRADE","4.0",NA
"14043","2016","2학기","16","s1497","전자정보공학대학 정보보호학과","009914","공학설계기초(산학프로젝트입문)","전필",NA,NA,"3","B+","GRADE","3.5",NA
"14044","2016","1학기","16","s1498","전자정보공학대학 정보보호학과","009173","정보보호와보안의기초","전선",NA,NA,"3","C0","GRADE","2.0",NA
"14045","2016","1학기","16","s1499","전자정보공학대학 정보보호학과","009173","정보보호와보안의기초","전선",NA,NA,"3","B0","GRADE","3.0",NA
"14046","2016","1학기","16","s1499","전자정보공학대학 정보보호학과","009912","C프로그래밍및실습","전필",NA,NA,"4","A0","GRADE","4.0",NA
"14047","2016","2학기","16","s1499","전자정보공학대학 정보보호학과","009914","공학설계기초(산학프로젝트입문)","전필",NA,NA,"3","C+","GRADE","2.5",NA
"14048","2016","겨울학기","16","s1499","전자정보공학대학 정보보호학과","009913","고급C프로그래밍및실습","전필",NA,NA,"4","B+","GRADE","3.5",NA
"14049","2016","1학기","16","s1500","전자정보공학대학 정보보호학과","009173","정보보호와보안의기초","전선",NA,NA,"3","C+","GRADE","2.5",NA
"14050","2016","1학기","16","s1500","전자정보공학대학 정보보호학과","009912","C프로그래밍및실습","전필",NA,NA,"4","B+","GRADE","3.5",NA
"14051","2016","2학기","16","s1500","전자정보공학대학 정보보호학과","009913","고급C프로그래밍및실습","전필",NA,NA,"4","A0","GRADE","4.0",NA
"14052","2016","2학기","16","s1500","전자정보공학대학 정보보호학과","009914","공학설계기초(산학프로젝트입문)","전필",NA,NA,"3","A+","GRADE","4.5",NA
"14053","2016","1학기","16","s1501","전자정보공학대학 정보보호학과","009173","정보보호와보안의기초","전선",NA,NA,"3","C+","GRADE","2.5",NA
"14054","2016","1학기","16","s1501","전자정보공학대학 정보보호학과","009912","C프로그래밍및실습","전필",NA,NA,"4","B+","GRADE","3.5",NA
"14055","2016","2학기","16","s1501","전자정보공학대학 정보보호학과","009914","공학설계기초(산학프로젝트입문)","전필",NA,NA,"3","C0","GRADE","2.0",NA
"14056","2016","겨울학기","16","s1501","전자정보공학대학 정보보호학과","009913","고급C프로그래밍및실습","전필",NA,NA,"4","B+","GRADE","3.5",NA
"14057","2016","1학기","16","s1502","전자정보공학대학 정보보호학과","009173","정보보호와보안의기초","전선",NA,NA,"3","B0","GRADE","3.0",NA
"14058","2016","여름학기","16","s1502","전자정보공학대학 정보보호학과","009912","C프로그래밍및실습","전필",NA,NA,"4","A+","GRADE","4.5",NA
"14059","2016","2학기","16","s1502","전자정보공학대학 정보보호학과","009914","공학설계기초(산학프로젝트입문)","전필",NA,NA,"3","A0","GRADE","4.0",NA
"14060","2016","겨울학기","16","s1502","전자정보공학대학 정보보호학과","009913","고급C프로그래밍및실습","전필",NA,NA,"4","B+","GRADE","3.5",NA
"14061","2016","1학기","16","s1503","전자정보공학대학 정보보호학과","009173","정보보호와보안의기초","전선",NA,NA,"3","C+","GRADE","2.5",NA
"14062","2016","1학기","16","s1503","전자정보공학대학 정보보호학과","009912","C프로그래밍및실습","전필",NA,NA,"4","B+","GRADE","3.5",NA
"14063","2016","2학기","16","s1503","전자정보공학대학 정보보호학과","009913","고급C프로그래밍및실습","전필",NA,NA,"4","B+","GRADE","3.5",NA
"14064","2016","2학기","16","s1503","전자정보공학대학 정보보호학과","009914","공학설계기초(산학프로젝트입문)","전필",NA,NA,"3","C0","GRADE","2.0",NA
"14065","2016","1학기","16","s1504","전자정보공학대학 정보보호학과","009173","정보보호와보안의기초","전선",NA,NA,"3","B0","GRADE","3.0",NA
"14066","2016","1학기","16","s1504","전자정보공학대학 정보보호학과","009912","C프로그래밍및실습","전필",NA,NA,"4","B+","GRADE","3.5",NA
"14067","2016","2학기","16","s1504","전자정보공학대학 정보보호학과","009913","고급C프로그래밍및실습","전필",NA,NA,"4","A+","GRADE","4.5",NA
"14068","2016","2학기","16","s1504","전자정보공학대학 정보보호학과","009914","공학설계기초(산학프로젝트입문)","전필",NA,NA,"3","B0","GRADE","3.0",NA
"14069","2016","1학기","16","s1505","전자정보공학대학 정보보호학과","009173","정보보호와보안의기초","전선",NA,NA,"3","B0","GRADE","3.0",NA
"14070","2016","여름학기","16","s1505","전자정보공학대학 정보보호학과","009912","C프로그래밍및실습","전필",NA,NA,"4","B+","GRADE","3.5",NA
"14071","2016","2학기","16","s1505","전자정보공학대학 정보보호학과","009913","고급C프로그래밍및실습","전필",NA,NA,"4","B0","GRADE","3.0",NA
"14072","2016","2학기","16","s1505","전자정보공학대학 정보보호학과","009914","공학설계기초(산학프로젝트입문)","전필",NA,NA,"3","A0","GRADE","4.0",NA
"14073","2016","1학기","16","s1506","전자정보공학대학 정보보호학과","009173","정보보호와보안의기초","전선",NA,NA,"3","A0","GRADE","4.0",NA
"14074","2016","여름학기","16","s1506","전자정보공학대학 정보보호학과","009912","C프로그래밍및실습","전필",NA,NA,"4","A0","GRADE","4.0",NA
"14075","2016","2학기","16","s1506","전자정보공학대학 정보보호학과","009913","고급C프로그래밍및실습","전필",NA,NA,"4","B+","GRADE","3.5",NA
"14076","2016","2학기","16","s1506","전자정보공학대학 정보보호학과","009914","공학설계기초(산학프로젝트입문)","전필",NA,NA,"3","B0","GRADE","3.0",NA
"14077","2016","1학기","16","s1507","전자정보공학대학 정보보호학과","009173","정보보호와보안의기초","전선",NA,NA,"3","B0","GRADE","3.0",NA
"14078","2016","1학기","16","s1507","전자정보공학대학 정보보호학과","009912","C프로그래밍및실습","전필",NA,NA,"4","B+","GRADE","3.5",NA
"14079","2016","2학기","16","s1507","전자정보공학대학 정보보호학과","009913","고급C프로그래밍및실습","전필",NA,NA,"4","A0","GRADE","4.0",NA
"14080","2016","2학기","16","s1507","전자정보공학대학 정보보호학과","009914","공학설계기초(산학프로젝트입문)","전필",NA,NA,"3","B0","GRADE","3.0",NA
"14081","2016","1학기","16","s1508","전자정보공학대학 정보보호학과","009173","정보보호와보안의기초","전선",NA,NA,"3","B0","GRADE","3.0",NA
"14082","2016","여름학기","16","s1508","전자정보공학대학 정보보호학과","009912","C프로그래밍및실습","전필",NA,NA,"4","B+","GRADE","3.5",NA
"14083","2016","2학기","16","s1508","전자정보공학대학 정보보호학과","009913","고급C프로그래밍및실습","전필",NA,NA,"4","B0","GRADE","3.0",NA
"14084","2016","1학기","16","s1509","전자정보공학대학 정보보호학과","009173","정보보호와보안의기초","전선",NA,NA,"3","B+","GRADE","3.5",NA
